Reason,updated_reason,Slizovskiy_reason
poss blocked,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
PSS attenuation and cystotomy,Uncategorized,
PSS attenuation and cystotomy,Uncategorized,
PSS attenuation and cystotomy,Uncategorized,
frequent trips to the litter box,Uncategorized,
referral open pyometra,Uncategorized,
referral open pyometra,Uncategorized,
referral open pyometra,Uncategorized,
possible spinal injury,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
Eval OS Swollen,Uncategorized,
Eval OS Swollen,Uncategorized,
transfer from ECC,Uncategorized,
transfer from ECC,Uncategorized,
transfer from ECC,Uncategorized,
"inappetant, weak, unsteady referral",Uncategorized,
ref- kidney stones,Uncategorized,Urinary Issues
Not Acting Himself,Uncategorized,
urinating blood,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
partial cystectomy,Uncategorized,
partial cystectomy,Uncategorized,
possible block again,Uncategorized,
MRI,Uncategorized,
possible prolapse of urethra again,Uncategorized,
not any better from 12-4,Uncategorized,
not any better from 12-4,Uncategorized,
not any better from 12-4,Uncategorized,
not any better from 12-4,Uncategorized,
UA,Uncategorized,
Unsteady on Feet,Uncategorized,
Unsteady on Feet,Uncategorized,
Unsteady on Feet,Uncategorized,
Referral - kidney issues,Uncategorized,
Referral- Swollen face - CT scan,Uncategorized,
Referral- Swollen face - CT scan,Uncategorized,
Referral- Swollen face - CT scan,Uncategorized,
Referral- Swollen face - CT scan,Uncategorized,
Septic,Uncategorized,
Septic,Uncategorized,
Fungal Keratitis,Uncategorized,
Fungal Keratitis,Uncategorized,
Fungal Keratitis,Uncategorized,
possibly blocked,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Unable to urinate. Has catheter,Uncategorized,
subflush,Uncategorized,
Drop off for procedure next day,Uncategorized,
Drop off for procedure next day,Uncategorized,
Drop off for procedure next day,Uncategorized,
Drop off for procedure next day,Uncategorized,
Drop off for procedure next day,Uncategorized,
Eval- reverse sneeze,Uncategorized,
Eval- reverse sneeze,Uncategorized,
Eval- reverse sneeze,Uncategorized,
Eval- reverse sneeze,Uncategorized,
Popping sound in lungs,Uncategorized,
Popping sound in lungs,Uncategorized,
Popping sound in lungs,Uncategorized,
Popping sound in lungs,Uncategorized,
Popping sound in lungs,Uncategorized,
Popping sound in lungs,Uncategorized,
Popping sound in lungs,Uncategorized,
Popping sound in lungs,Uncategorized,
eval right lateral thoracotomy with explore,Uncategorized,
eval right lateral thoracotomy with explore,Uncategorized,
eval right lateral thoracotomy with explore,Uncategorized,
eval right lateral thoracotomy with explore,Uncategorized,
Eval uroltihiasis,Uncategorized,
ECC Follow-up(12/03) Re-check UA and Culture,Uncategorized,
Per department moved to 7:30am drop off,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
referral for dialysis,Uncategorized,
Culture,Uncategorized,
Culture,Uncategorized,
Culture,Uncategorized,
Culture,Uncategorized,
dialysis  referral,Uncategorized,
Entropion,Uncategorized,
Entropion,Uncategorized,
Entropion,Uncategorized,
Swollen right carpus,Uncategorized,
Swollen right carpus,Uncategorized,
Cellulitis,Uncategorized,
pyometra,Uncategorized,
pyometra,Uncategorized,
Swollen Face,Uncategorized,
Endoscopy,Uncategorized,
Endoscopy,Uncategorized,
Endoscopy,Uncategorized,
Endoscopy,Uncategorized,
Endoscopy,Uncategorized,
Endoscopy,Uncategorized,
"Severe digestive issues, constipated, dehydrated, very bloated, cries upon being touched",Uncategorized,
Possible blocked,Uncategorized,
Plate removal +/- arthrotomy/arthroscopy,Uncategorized,
Plate removal +/- arthrotomy/arthroscopy,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
eval ureteral obstruction,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
Bleeding from penis,Uncategorized,
Ataxic,Uncategorized,
Left TECA revision,Uncategorized,HEENT
Left TECA revision,Uncategorized,HEENT
kidney eval,Uncategorized,
Trouble breathing,Uncategorized,
Trouble breathing,Uncategorized,
Possible Broken Leg,Uncategorized,
Possible Broken Leg,Uncategorized,
Possible Broken Leg,Uncategorized,
Possible Broken Leg,Uncategorized,
Possible Broken Leg,Uncategorized,
Possible Broken Leg,Uncategorized,
"Eval breathing problems, chronic gastroenteritis",Uncategorized,
"Eval breathing problems, chronic gastroenteritis",Uncategorized,
"Eval breathing problems, chronic gastroenteritis",Uncategorized,
Low white cell count- per SAIM,Uncategorized,
Low white cell count- per SAIM,Uncategorized,
Low white cell count- per SAIM,Uncategorized,
"Ref: bilateral obstructive ureteroliths, Hydroneprosis, sever azotemia",Uncategorized,
"Ref: bilateral obstructive ureteroliths, Hydroneprosis, sever azotemia",Uncategorized,
"Ref: bilateral obstructive ureteroliths, Hydroneprosis, sever azotemia",Uncategorized,
"Ref: bilateral obstructive ureteroliths, Hydroneprosis, sever azotemia",Uncategorized,
"Ref: bilateral obstructive ureteroliths, Hydroneprosis, sever azotemia",Uncategorized,
Drop off hemodialysis,Uncategorized,
eval multiple cystine stones,Uncategorized,Urinary Issues
eval multiple cystine stones,Uncategorized,Urinary Issues
eval multiple cystine stones,Uncategorized,Urinary Issues
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
lepto referral,Uncategorized,
lepto referral,Uncategorized,
Referral -  Difficulty breathing,Uncategorized,
Referral -  Difficulty breathing,Uncategorized,
Referral -  Difficulty breathing,Uncategorized,
Referral -  Difficulty breathing,Uncategorized,
Referral -  Difficulty breathing,Uncategorized,
Librela injection,Uncategorized,
"vomited 4x in 24 hrs, blood tinged, trace blood in stool",Uncategorized,
Subflush,Uncategorized,
drop off CT/bronch,Uncategorized,
drop off CT/bronch,Uncategorized,
drop off CT/bronch,Uncategorized,
drop off CT/bronch,Uncategorized,
drop off CT/bronch,Uncategorized,
drop off CT/bronch,Uncategorized,
drop off CT/bronch,Uncategorized,
drop off CT/bronch,Uncategorized,
UA,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
meds,Uncategorized,
dark/bloody stool; not eaten/drank since Wed.,Uncategorized,
Unable to stand,Uncategorized,
Unable to stand,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
Possibly blocked,Uncategorized,
blocked,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Referral - fluid in chest,Uncategorized,
Referral - fluid in chest,Uncategorized,
Referral - fluid in chest,Uncategorized,
D/O PDT revisioon,Uncategorized,
D/O PDT revisioon,Uncategorized,
D/O PDT revisioon,Uncategorized,
D/O PDT revisioon,Uncategorized,
Librela Injection,Uncategorized,
Librela Injection,Uncategorized,
guttural pouch tympany,Uncategorized,
guttural pouch tympany,Uncategorized,
guttural pouch tympany,Uncategorized,
guttural pouch tympany,Uncategorized,
"referral, not doing well after 5 days at Petsburgh",Uncategorized,
"referral, not doing well after 5 days at Petsburgh",Uncategorized,
Gastropexy Surgery 15 days ago,Uncategorized,Post-surgical Care
Post surgery complications,Uncategorized,Post-surgical Care
Post surgery complications,Uncategorized,Post-surgical Care
Urinating blood,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
Eval-hyperparathyroidism,Uncategorized,
"Eval-Inappetance, hypercalcemia",Uncategorized,
Possible stones,Uncategorized,Urinary Issues
Possibly blocked,Uncategorized,
Fx leg,Uncategorized,
Fx leg,Uncategorized,
Fx leg,Uncategorized,
Fx leg,Uncategorized,
Discharge from nose,Uncategorized,
encephalitis,Uncategorized,
encephalitis,Uncategorized,
encephalitis,Uncategorized,
Slides/Cultures,Uncategorized,
Slides/Cultures,Uncategorized,
eval renal dysplasia,Uncategorized,
Eval - Entropion,Uncategorized,
Eval - Entropion,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
Bleeding through nose,Uncategorized,
urinating blood,Uncategorized,
urinating blood,Uncategorized,
Not urinating,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
Medication per Dr. T,Uncategorized,
ref: kidney failure,Uncategorized,
ref: kidney failure,Uncategorized,
Laceration,Uncategorized,
Laceration,Uncategorized,
drop off for next day CT,Uncategorized,
drop off for next day CT,Uncategorized,
drop off for next day CT,Uncategorized,
drop off for next day CT,Uncategorized,
for rads +/- explant,Uncategorized,
meds,Uncategorized,
UA,Uncategorized,
Ref: Renal Failure,Uncategorized,
Straining to urniate,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
Cystotomy,Uncategorized,
Cystotomy,Uncategorized,
"cultures
",Uncategorized,
"cultures
",Uncategorized,
"cultures
",Uncategorized,
"cultures
",Uncategorized,
"cultures
",Uncategorized,
"cultures
",Uncategorized,
"cultures
",Uncategorized,
"cultures
",Uncategorized,
"cultures
",Uncategorized,
"cultures
",Uncategorized,
"cultures
",Uncategorized,
"cultures
",Uncategorized,
"cultures
",Uncategorized,
"cultures
",Uncategorized,
"cultures
",Uncategorized,
"cultures
",Uncategorized,
"cultures
",Uncategorized,
"cultures
",Uncategorized,
Unresponsive,Uncategorized,
Unresponsive,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
Labs,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Referral - Poss blocked,Uncategorized,
Referral - Poss blocked,Uncategorized,
Hermaphrodite,Uncategorized,
Ref; DIB,Uncategorized,
Ref; DIB,Uncategorized,
Ref; DIB,Uncategorized,
Referral - Blockage in kidney,Uncategorized,
anorexic,Uncategorized,
anorexic,Uncategorized,
"cultures
",Uncategorized,
"cultures
",Uncategorized,
"cultures
",Uncategorized,
"cultures
",Uncategorized,
"cultures
",Uncategorized,
"cultures
",Uncategorized,
"cultures
",Uncategorized,
"cultures
",Uncategorized,
"cultures
",Uncategorized,
"LUT signs, hyporexia",Uncategorized,
"LUT signs, hyporexia",Uncategorized,
"LUT signs, hyporexia",Uncategorized,
Eval - Sialocele,Uncategorized,
Eval - Sialocele,Uncategorized,
Eval - Sialocele,Uncategorized,
Re-check BP HOLD OPEN UNTIL 2/23/24,Uncategorized,
Eval - Elbows,Uncategorized,
Eval - Elbows,Uncategorized,
Possibly blocked,Uncategorized,
er follow up - eval enlarged prostate,Uncategorized,
er follow up - eval enlarged prostate,Uncategorized,
"PU/PD, suspect endocrine",Uncategorized,
3 month sub flush,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
"Reff, VCA Northwood",Uncategorized,
"Reff, VCA Northwood",Uncategorized,
"Reff, VCA Northwood",Uncategorized,
"Reff, VCA Northwood",Uncategorized,
L sided sinusitis,Uncategorized,
Eval incontinence,Uncategorized,
Eval incontinence,Uncategorized,
Further workup per ecc,Uncategorized,
Further workup per ecc,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
