Organism,Count,R,S,I,NI,NA_Count,Drug,Dominant_Category
AEROCOCCUS VIRIDANS,5,0,0,0,4,1,Rifampin,NI
UNIDENTIFIED,1,0,1,0,0,0,Rifampin,S
STREPTOCOCCUS HALICHOERI,10,0,0,0,7,3,Rifampin,NI
LACTOBACILLUS SP.,2,0,0,0,2,0,Rifampin,NI
CORYNEBACTERIUM BOVIS,3,0,1,1,0,1,Rifampin,Tie
RAOULTELLA TERRIGENA,1,0,0,0,1,0,Rifampin,NI
STAPHYLOCOCCUS SCHLEIFERI COAGULASE CULTURE NEGATIVE,1,0,1,0,0,0,Rifampin,S
STREPTOCOCCUS GALLOLYTICUS,8,0,0,0,8,0,Rifampin,NI
ENTEROCOCCUS CASSELIFLAVUS,5,1,2,1,0,1,Rifampin,S
PROTEUS HAUSERI,17,0,0,0,0,17,Rifampin,Tie
STAPHYLOCOCCUS AUREUS,144,3,123,0,0,18,Rifampin,S
DELFTIA ACIDOVORANS,2,0,0,0,0,2,Rifampin,Tie
SALMONELLA SP. GROUP D,10,0,0,0,6,4,Rifampin,NI
AVIBACTERIUM ENDOCARDITIDIS,1,0,0,0,0,1,Rifampin,Tie
PLURALIBACTER GERGOVIAE,3,0,0,0,0,3,Rifampin,Tie
KOCURIA VARIANS,1,0,0,0,1,0,Rifampin,NI
CHRYSEOBACTERIUM GLEUM,2,0,0,0,1,1,Rifampin,NI
AEROMONAS MEDIA,1,0,0,0,0,1,Rifampin,Tie
KOCURIA ROSEA,1,0,0,0,1,0,Rifampin,NI
ESCHERICHIA VULNERIS,2,0,0,0,0,2,Rifampin,Tie
SALMONELLA SP. GROUP 18,3,0,0,0,0,3,Rifampin,Tie
PSEUDOMONAS ORYZIHABITANS,2,0,0,0,0,2,Rifampin,Tie
ARCANOBACTERIUM CANIS,4,0,0,0,3,1,Rifampin,NI
STREPTOCOCCUS LUTIENSIS,1,0,0,0,0,1,Rifampin,Tie
LACTOBACILLUS SALIVARIUS,1,0,0,0,1,0,Rifampin,NI
CORYNEBACTERIUM DIPTHERIAE,1,0,1,0,0,0,Rifampin,S
CANIBACTER ORIS,2,0,0,0,2,0,Rifampin,NI
LACTOBACILLUS JOHNSONII,1,0,0,0,1,0,Rifampin,NI
LACTOBACILLUS REUTERI,2,0,0,0,2,0,Rifampin,NI
MORAXELLA OSLOENSIS,1,0,0,0,0,1,Rifampin,Tie
LEUCONOSTOC LACTIS,1,0,0,0,1,0,Rifampin,NI
STREPTOCOCCUS LUTETIENSIS,2,0,0,0,2,0,Rifampin,NI
BACILLUS SUBTILIS,1,0,1,0,0,0,Rifampin,S
STAPHYLOCOCCUS COAGULASE CULTURE NEGATIVE SP.,1,0,1,0,0,0,Rifampin,S
PAENIBACILLUS HUMICUS,1,0,0,0,1,0,Rifampin,NI
MORAXELLA CANIS,7,0,0,0,0,7,Rifampin,Tie
CAPNOCYTOPHAGA SP.,2,0,0,0,0,2,Rifampin,Tie
BACILLUS MYCOIDES,1,0,1,0,0,0,Rifampin,S
MORGANELLA MORGANI,2,0,0,0,1,1,Rifampin,NI
PEDIOCOCCUS ACIDILACTICI,1,0,0,0,1,0,Rifampin,NI
WEISELLA SP.,2,0,0,0,1,1,Rifampin,NI
LYSINIBACILLUS SP.,1,0,1,0,0,0,Rifampin,S
MICROBACTERIUM PARAOXYDAS,1,0,0,0,1,0,Rifampin,NI
STREPTOCOCCUS SP. GP. C,1,0,0,0,1,0,Rifampin,NI
ARCANOBACTERIUM SP.,11,0,4,0,4,3,Rifampin,Tie
STAPHYLOCOCCUS SCHLEIFERI-COAG CULTURE NEGATIVE,1,0,1,0,0,0,Rifampin,S
STAPHYLOCOCCUS SCHLEIFERI-COAG POSITIVE,1,0,0,0,0,1,Rifampin,Tie
DERMACOCCUS SP.,1,0,0,0,1,0,Rifampin,NI
HAEMOPHILUS HAEMOGLOBINOPHILIS,1,0,0,0,0,1,Rifampin,Tie
ENTEROCOCCUS MUNDTII,2,1,1,0,0,0,Rifampin,Tie
STREPTOCOCCUS MITIS,2,0,0,0,2,0,Rifampin,NI
KOCURIA SP.,1,0,0,0,1,0,Rifampin,NI
LELLIOTTIA AMNIGENA,1,0,0,0,0,1,Rifampin,Tie
ACINETOBACTERER JUNII,2,0,0,0,1,1,Rifampin,NI
KOCURIA KRISTINAE,1,0,0,0,1,0,Rifampin,NI
MACROCOCCUS CASEOLYTICUS,1,0,1,0,0,0,Rifampin,S
PASTEURELLA MAIRII,1,0,0,0,0,1,Rifampin,Tie
STAPHYLOCOCCUS COAG CULTURE NEGATIVE,1,0,1,0,0,0,Rifampin,S
SERRATIA FONTICOLA,2,0,0,0,0,2,Rifampin,Tie
LEUCONOSTOC SP.,1,0,0,0,1,0,Rifampin,NI
LYSINIBACILLUS FUSIFORMIS,1,0,1,0,0,0,Rifampin,S
GRAMNEGATIVE COCCI,1,0,0,0,0,1,Rifampin,Tie
BREVIBACTERIUM SP.,1,0,0,0,1,0,Rifampin,NI
STREPTOCOCCUS ANGINOSUS,1,0,0,0,1,0,Rifampin,NI
STREPTOCOCCUS SUIS 2/4/33/34,1,0,0,0,0,1,Rifampin,Tie
PAENIBACILLUS SP.,7,0,1,0,5,1,Rifampin,NI
GRAMPOSITIVE BRANCHING ROD,2,0,0,0,2,0,Rifampin,NI
CHRYSEOBACTERIUM SP.,2,0,0,0,1,1,Rifampin,NI
ACTINOBACILLUS EQUULI,9,0,0,0,8,1,Rifampin,NI
STAPHYLOCOCCUS HOMINIS SS HOMINIS,1,0,1,0,0,0,Rifampin,S
TRUEPERELLA BERNARDIAE,3,0,2,0,1,0,Rifampin,S
CITROBACTER FARMERI,2,0,0,0,0,2,Rifampin,Tie
ENTEROCOCCUS CANINESTINI,1,0,1,0,0,0,Rifampin,S
STREPTOCOCCUS DYS. SS DYSGALACTIAE,11,0,0,0,9,2,Rifampin,NI
SALMONELLA GROUP - C1,1,0,0,0,0,1,Rifampin,Tie
VIBRIO CHOLERAE,1,0,0,0,0,1,Rifampin,Tie
GEMELLA CUNICULIS,1,0,0,0,0,1,Rifampin,Tie
SALMONELLA GROUP - C2,1,0,0,0,1,0,Rifampin,NI
PSEUDOMONAS LUTEOLA,1,0,0,0,0,1,Rifampin,Tie
STENOTROPHOMONAS SP.,1,0,0,0,0,1,Rifampin,Tie
STREPTOCOCCUS SUIS,1,0,0,0,0,1,Rifampin,Tie
STREPTOCOCCUS SUIS 16,1,0,0,0,0,1,Rifampin,Tie
AEROMONAS HYDROPHILA/CAVIAE,2,0,0,0,0,2,Rifampin,Tie
PROVIDENCIA ALCALIFACIENS,1,0,0,0,0,1,Rifampin,Tie
STAPHYLOCOCCUS FELIS,32,0,31,0,0,1,Rifampin,S
YOKENELLA REGENSBURGEI,1,0,0,0,0,1,Rifampin,Tie
KLEBSIELLA AEROGENES,2,0,0,0,0,2,Rifampin,Tie
GRANULICATELLA ADIACENS,1,0,0,0,1,0,Rifampin,NI
CORYNEBACTERIUM XEROSIS,1,0,1,0,0,0,Rifampin,S
CORYNEBACTERIUM PROPINQUUM,1,0,1,0,0,0,Rifampin,S
KLEBSIELLA (ENTEROBACTER) AEROGENES,1,0,0,0,0,1,Rifampin,Tie
CAPNOCYTOPHAGA CYNODEGMI,2,0,0,0,0,2,Rifampin,Tie
ALCALIGENES SP.,1,0,0,0,1,0,Rifampin,NI
ACTINOBACILLUS PLEUROPNEUMONIAE,3,0,0,0,3,0,Rifampin,NI
ACTINOBACILLUS EQUULI SS HAEMOLYTICUS,1,0,0,0,1,0,Rifampin,NI
ENTEROBACTER HORMAECHEI,38,0,0,0,7,31,Rifampin,NI
ACTINOMYCES HYOVAGINALIS,6,0,0,0,0,6,Rifampin,Tie
AEROMONAS HYDROPHILA COMPLEX,2,0,0,0,0,2,Rifampin,Tie
STREPTOCOCCUS SUIS XXXIV,2,0,0,0,0,2,Rifampin,Tie
HAEMOPHILUS HAEMOLYTICUS,1,0,0,0,1,0,Rifampin,NI
AEROMONAS HYDROPHILA /CAVIAE,1,0,0,0,0,1,Rifampin,Tie
ESCHERICHIA COLI - HAEMOLYTIC,1,0,0,0,0,1,Rifampin,Tie
KOSAKONIA COWANII,1,0,0,0,0,1,Rifampin,Tie
TRUEPERELLA ABORTISUIS,4,0,2,1,0,1,Rifampin,S
ERYSIPELOTHRIX RHUSIOPATHIAE,1,0,0,0,0,1,Rifampin,Tie
OCHROBACTRUM ANTHROPI,1,0,0,0,0,1,Rifampin,Tie
CURTOBACTERIUM SP.,1,0,0,0,0,1,Rifampin,Tie
MORAXELLAPLURANIMA,2,0,0,0,0,2,Rifampin,Tie
STREPTOCOCCUS SUIS XIII,1,0,0,0,0,1,Rifampin,Tie
STAPHYLOCOCCUS COAGULASE-CULTURE NEGATIVE,33,1,27,0,0,5,Rifampin,S
NEISSERIA MUCOSA,1,0,0,0,0,1,Rifampin,Tie
TRUEPERELLA PYOGENES (ACTINOMYCES/CORYNEBACTERIUM),37,0,4,0,0,33,Rifampin,S
STREPTOCOCCUS EQUI SPP ZOOEPIDEMICUS,95,0,0,0,86,9,Rifampin,NI
GALLIBACTERIUM ANATIS (PASTEURELLA),1,0,0,0,0,1,Rifampin,Tie
MORAXELLA OVIS,2,0,0,0,0,2,Rifampin,Tie
KLEBSIELLA AEROGENES (ENTEROBACTER),23,0,0,0,4,19,Rifampin,NI
STREPTOCOCCUS SP. ALPHA HEMOLYTIC,15,0,0,0,14,1,Rifampin,NI
STREPTOCOCCUS PORCINUS,4,0,0,0,0,4,Rifampin,Tie
MORGANELLA MORGANII (PROTEUS),3,0,0,0,0,3,Rifampin,Tie
MORGANELLA MORGANII,1,0,0,0,0,1,Rifampin,Tie
STREPTOCOCCUS EQUI,5,0,0,0,5,0,Rifampin,NI
ENTEROCOCUS FAECALIS,1,1,0,0,0,0,Rifampin,R
NOCARDIA SP,1,0,0,1,0,0,Rifampin,I
SALMONELLA SP. GROUP C1/C2,1,0,0,0,0,1,Rifampin,Tie
SALMONELLA SP. GROUP E1/E4,1,0,0,0,0,1,Rifampin,Tie
CORYNEBACTERIUM RESISTENS,2,0,2,0,0,0,Rifampin,S
SERRATIA SP.,1,0,0,0,0,1,Rifampin,Tie
ENTEROBACTER BUGANDENSIS,7,0,0,0,2,5,Rifampin,NI
SALMONELLA SP. E1,1,0,0,0,0,1,Rifampin,Tie
LACTOBACILLUS MURINUS,1,0,0,0,1,0,Rifampin,NI
BORDETELLA HINZII,1,0,0,0,0,1,Rifampin,Tie
RHODOCOCCUS SP.,1,0,1,0,0,0,Rifampin,S
BURKHOLDERIA MULTIVORANS,1,0,0,0,1,0,Rifampin,NI
SALMONELLA GROUP C1,1,0,0,0,0,1,Rifampin,Tie
ACTINOBACILLUS EQUULI SPP EQUULI,2,0,0,0,2,0,Rifampin,NI
ENTEROBACTER KOBEI,1,0,0,0,0,1,Rifampin,Tie
STENOTROPHOMONAS MALTOPHILIA (XANTHOMONAS),3,0,0,0,0,3,Rifampin,Tie
PANTOEA AGGLOMERANS (ENTEROBACTER),1,0,0,0,0,1,Rifampin,Tie
BUCHANANELLA HORDEOVULNERIS,2,0,0,0,2,0,Rifampin,NI
ACTINOMYCES BOWDENII,3,0,0,0,3,0,Rifampin,NI
ARCANOBACTERIUM HAEMOLYTICUM,1,0,1,0,0,0,Rifampin,S
PSEUDOMONAS ALCALIPHILA,1,0,0,0,0,1,Rifampin,Tie
SCHAALIA (ACTINOMYCES) CANIS,1,0,0,0,1,0,Rifampin,NI
STREPTOCOCCUS DIDELPHIS,1,0,0,0,1,0,Rifampin,NI
STAPHYLOCOCCUS SIMULANS,2,0,1,0,0,1,Rifampin,S
SCHAALIA HYOVAGINALIS,6,0,0,0,0,6,Rifampin,Tie
SALMONELLA SP.GROUP C,1,0,0,0,0,1,Rifampin,Tie
RHODOCOCCUS HOAGII (RHODOCOCCUS EQUI),2,0,2,0,0,0,Rifampin,S
SALMONELLA C1,1,0,0,0,0,1,Rifampin,Tie
SALMONELLA 18,1,0,0,0,0,1,Rifampin,Tie
OLIGELLA URETHRALIS,1,0,0,0,1,0,Rifampin,NI
BORDETELLA TREMATUM,1,0,0,0,1,0,Rifampin,NI
CORYNEBACTERIUM MASTITIDIS,1,0,1,0,0,0,Rifampin,S
AEROMONAS SALMONICIDA,2,0,0,0,0,2,Rifampin,Tie
LACTOCOCCUS LACTIS,1,0,0,0,1,0,Rifampin,NI
PROVIDENCIA RETTGERI (PROTEUS),3,0,0,0,1,2,Rifampin,NI
SCHAALIA CANIS,5,0,0,0,4,1,Rifampin,NI
SCHAALIA (ACTINOMYCES) HYOVAGINALIS,1,0,0,0,0,1,Rifampin,Tie
FLAVOBACTERIUM SP.,1,0,0,0,0,1,Rifampin,Tie
HISTOPHILUS SOMNI (HAEMOPHILUS SOMNUS),1,0,0,0,0,1,Rifampin,Tie
PANTOEA EUCRINA,1,0,0,0,0,1,Rifampin,Tie
ACTINOBACILLUS LIGNIERESII,1,0,0,0,0,1,Rifampin,Tie
CORYNEBACTERIUM DIPHTHERIAE,1,0,1,0,0,0,Rifampin,S
STAPHYLOCOCCUS SP. COAGULASE-CULTURE NEGATIVE,1,0,1,0,0,0,Rifampin,S
PSEUDOMONAS OLEOVORANS,1,0,0,0,0,1,Rifampin,Tie
CORYNEBACTERIUM KUTSCHERI,2,0,1,0,0,1,Rifampin,S
ESCHERICHIA SP.,1,0,0,0,0,1,Rifampin,Tie
,2,0,0,0,0,2,Rifampin,Tie
CORYNEBACTERIUM SP.,341,2,2,8,10,319,Spectinomycin,NI
CULTURE NEGATIVE,39939,0,0,0,0,0,Spectinomycin,Tie
GRAMNEGATIVE ROD,66,0,1,0,1,64,Spectinomycin,Tie
ACINETOBACTER BAUMANNII COMPLEX,6,0,0,0,0,6,Spectinomycin,Tie
PROTEUS MIRABILIS,654,4,0,0,9,641,Spectinomycin,NI
STAPHYLOCOCCUS EPIDERMIDIS,23,3,0,0,0,20,Spectinomycin,R
ENTEROCOCCUS SP.,264,1,0,0,5,258,Spectinomycin,NI
PSEUDOMONAS AERUGINOSA,564,18,0,0,20,526,Spectinomycin,NI
ESCHERICHIA COLI,2826,8,7,35,68,2708,Spectinomycin,NI
MORGANELLA MORGANI SS MORGANII,25,1,0,0,1,23,Spectinomycin,Tie
PROTEUS SP.,4,0,0,0,0,4,Spectinomycin,Tie
ALCALIGENES FAECALIS SS FAECALIS,4,0,0,0,0,4,Spectinomycin,Tie
STREPTOCOCCUS ALPHA HEMOLYTIC,335,2,6,6,16,305,Spectinomycin,NI
BACILLUS LENTUS,1,0,0,0,0,1,Spectinomycin,Tie
ENTEROBACTER CLOACAE COMPLEX,20,0,0,0,0,20,Spectinomycin,Tie
PASTEURELLA MULTOCIDA,160,2,4,10,12,132,Spectinomycin,NI
PROTEUS VULGARIS,35,4,0,1,4,26,Spectinomycin,Tie
STAPHYLOCOCCUS PSEUDINTERMEDIUS,2157,0,0,0,1,2156,Spectinomycin,NI
STREPTOCOCCUS BETA GROUP - G,5,0,0,0,0,5,Spectinomycin,Tie
KLEBSIELLA PNEUMONIAE,174,1,0,4,4,165,Spectinomycin,Tie
LECLERCIA ADECARBOXYLATA,8,0,0,0,0,8,Spectinomycin,Tie
BACILLUS SP.,130,2,1,4,2,121,Spectinomycin,I
ESCHERICHIA COLI HAEMOLYTIC,25,0,0,1,0,24,Spectinomycin,I
AEROCOCCUS SP.,13,0,0,0,0,13,Spectinomycin,Tie
STREPTOCOCCUS EQUI SS ZOOEPIDEMICUS,162,0,0,0,0,162,Spectinomycin,Tie
KLEBSIELLA OXYTOCA,72,0,1,2,3,66,Spectinomycin,NI
PSEUDOMONAS PUTIDA,5,0,0,0,0,5,Spectinomycin,Tie
STAPHYLOCOCCUS AUR. SS AUREUS,134,8,0,1,3,122,Spectinomycin,R
PSEUDOMONAS MENDOCINA,4,0,0,1,0,3,Spectinomycin,I
MICROCOCCUS SP.,17,0,0,0,0,17,Spectinomycin,Tie
CITROBACTER KOSERI,18,0,0,0,0,18,Spectinomycin,Tie
STAPHYLOCOCCUS SP.,13,0,0,0,0,13,Spectinomycin,Tie
MORGANELLA MORGANI SSP SIBONII,1,0,0,0,0,1,Spectinomycin,Tie
ACTINOBACILLUS SUIS,22,1,0,0,0,21,Spectinomycin,R
ACTINOBACILLUS EQUULI SS EQUULI,21,0,0,0,0,21,Spectinomycin,Tie
STREPTOCOCCUS CANIS,777,1,0,0,0,776,Spectinomycin,R
PASTEURELLA CANIS,120,0,2,0,0,118,Spectinomycin,S
ESCHERICHIA COLI - LACTOSE CULTURE NEGATIVE,1,0,0,0,0,1,Spectinomycin,Tie
PSEUDOMONAS STUTZERI,5,0,0,0,0,5,Spectinomycin,Tie
PASTEURELLA PNEUMOTROPICA,9,0,0,0,0,9,Spectinomycin,Tie
MORAXELLA SP.,22,0,0,1,1,20,Spectinomycin,Tie
SPHINGOBACTERIUM SPIRITIVORUM,1,0,0,0,0,1,Spectinomycin,Tie
NEISSERIA SP.,24,0,0,0,0,24,Spectinomycin,Tie
NEISSERIA ZOODEGMATIS,9,0,0,0,0,9,Spectinomycin,Tie
PSEUDOMONAS ALCALIGENES,4,0,0,0,0,4,Spectinomycin,Tie
AEROMONAS HYDROPHILIA,4,0,0,0,0,4,Spectinomycin,Tie
AEROMONAS SP.,6,0,0,0,0,6,Spectinomycin,Tie
BORDETELLA BRONCHISEPTICA,46,1,0,0,0,45,Spectinomycin,R
CHRONOBACTER SAKAZAKII GROUP,1,0,0,0,0,1,Spectinomycin,Tie
RAOULTELLA ORNITHINOLYTICA,5,0,0,0,0,5,Spectinomycin,Tie
PROVIDENCIA RETTGERI,12,0,0,0,0,12,Spectinomycin,Tie
ENTEROCOCCUS FAECIUM,296,3,0,2,2,289,Spectinomycin,R
ROTHIA MUCILAGINOSA,3,0,0,0,0,3,Spectinomycin,Tie
ENTEROCOCCUS GALLINARUM,5,0,0,0,0,5,Spectinomycin,Tie
STAPHYLOCOCCUS COAGULASE CULTURE NEGATIVE GROUP,407,8,2,4,5,388,Spectinomycin,R
ENTEROCOCCUS FAECALIS,612,4,0,0,4,604,Spectinomycin,Tie
SALMONELLA SP. GROUP B,18,0,0,2,10,6,Spectinomycin,NI
SALMONELLA SP. GROUP C2,9,0,0,0,4,5,Spectinomycin,NI
SERRATIA MARCESCENS,58,0,0,0,0,58,Spectinomycin,Tie
PANTOEA AGGLOMERANS,18,0,0,0,1,17,Spectinomycin,NI
SPHINGOMONAS PAUCIMOBILIS,7,0,0,0,0,7,Spectinomycin,Tie
ACHROMOBACTER XYLO SS DENITRIFICANS,3,0,0,0,0,3,Spectinomycin,Tie
ALPHA STREP NOT SUIS,2,0,1,0,0,1,Spectinomycin,S
ENTEROCOCCUS DURANS,3,0,0,0,0,3,Spectinomycin,Tie
MANNHEIMIA HAEMOLYTICA,18,3,12,2,0,1,Spectinomycin,S
PASTEURELLA SP.,16,0,0,0,0,16,Spectinomycin,Tie
STREPTOCOCCUS NON-HEMOLYTIC,41,0,0,0,0,41,Spectinomycin,Tie
SALMONELLA SP. GROUP C1,14,0,0,3,3,8,Spectinomycin,Tie
BURKHOLDERIA CEPACIA GROUP,2,0,0,0,0,2,Spectinomycin,Tie
ENTEROCOCCUS AVIUM,16,0,0,0,0,16,Spectinomycin,Tie
ENTEROBACTER AEROGENES,33,0,0,1,0,32,Spectinomycin,I
ENTEROCOCCUS HIRAE,9,1,0,0,0,8,Spectinomycin,R
BREVUNDIMONAS VESICULARIS,1,0,0,0,0,1,Spectinomycin,Tie
SALMONELLA SP. GROUP E1,38,3,0,4,19,12,Spectinomycin,NI
STAPHYLOCOCCUS COAGULASE POSITIVE GROUP,8,0,0,0,0,8,Spectinomycin,Tie
RHODOCOCCUS EQUI,16,0,0,1,0,15,Spectinomycin,I
HAEMOPHILUS SP.,6,0,0,0,0,6,Spectinomycin,Tie
PSEUDOMONAS SP.,16,0,0,2,0,14,Spectinomycin,I
KLEBSIELLA PNEUMONIAE SS PNEUMONIAE,1,0,0,0,0,1,Spectinomycin,Tie
ACINETOBACTERER SP.,32,0,0,0,0,32,Spectinomycin,Tie
STREPTOCOCCUS BETA GROUP - B,16,0,0,0,0,16,Spectinomycin,Tie
STREPTOCOCCUS BETA GROUP - C,23,0,0,0,1,22,Spectinomycin,NI
LACTOBACILLUS ACIDOPHILUS,1,0,0,0,0,1,Spectinomycin,Tie
CITROBACTER AMALONATICUS,4,0,0,0,0,4,Spectinomycin,Tie
AEROMONAS CAVIAE,6,0,0,0,0,6,Spectinomycin,Tie
STREPTOCOCCUS EQUI SSP EQUI,43,0,0,0,0,43,Spectinomycin,Tie
STREPTOCOCCUS DYS. SS EQUISIMILIS,14,0,0,0,0,14,Spectinomycin,Tie
ENTEROBACTER CLOACAE,136,1,0,6,3,126,Spectinomycin,I
STAPHYLOCOCCUS CHROMOGENES,5,3,0,0,0,2,Spectinomycin,R
BRANHAMELLA OVIS,1,0,0,1,0,0,Spectinomycin,I
STREPTOCOCCUS SUIS V,1,1,0,0,0,0,Spectinomycin,R
STENOTROPHOMONAS MALTOPHILIA,19,0,0,0,0,19,Spectinomycin,Tie
STAPHYLOCOCCUS SCHLEIFERI SS COAGULANS,9,0,0,0,0,9,Spectinomycin,Tie
ACHROMOBACTER SP.,2,0,0,0,0,2,Spectinomycin,Tie
CITROBACTER FREUNDII,18,0,0,1,0,17,Spectinomycin,I
ESCHERICHIA COLI- LACTOSE NEG.,1,0,0,0,1,0,Spectinomycin,NI
PROVIDENCIA STUARTII,5,0,0,0,1,4,Spectinomycin,NI
ACHROMOBACTER XYLO SS XYLOSOXIDANS,1,0,0,0,0,1,Spectinomycin,Tie
MYROIDES SP.,2,0,0,0,0,2,Spectinomycin,Tie
GRAMNEGATIVE ORGANISM,11,0,0,0,0,11,Spectinomycin,Tie
SALMONELLA SP. GROUP E4,3,0,0,1,1,1,Spectinomycin,Tie
GRAMPOSITIVE ROD,4,1,0,0,0,3,Spectinomycin,R
CRONOBACTER SAKAZAKII GROUP,1,0,0,0,0,1,Spectinomycin,Tie
NEISSERIA ANIMALORIS,9,0,0,0,0,9,Spectinomycin,Tie
STREPTOCOCCUS SP. - NON HEMOLYTIC,1,0,0,0,0,1,Spectinomycin,Tie
CORYNEBACTERIUM RENALE,1,0,0,0,1,0,Spectinomycin,NI
TRUEPERELLA PYOGENES,64,1,46,1,8,8,Spectinomycin,S
ESCHERICHIA FERGUSONII,2,0,0,0,0,2,Spectinomycin,Tie
PANTOEA SP.,18,0,0,0,0,18,Spectinomycin,Tie
STAPHYLOCOCCUS SCHLEIFERI,116,0,0,0,0,116,Spectinomycin,Tie
STAPHYLOCOCCUS SP. COAG CULTURE NEGATIVE,1,0,0,0,0,1,Spectinomycin,Tie
ENTEROBACTER ASBURIAE,23,0,0,0,0,23,Spectinomycin,Tie
PSEUDOMONAS FLUORESCENS,2,0,0,0,0,2,Spectinomycin,Tie
STREPTOCOCCUS BETA HAEMOLYTIC,5,0,0,0,0,5,Spectinomycin,Tie
ENTEROBACTER CANCEROGENUS,1,0,0,0,0,1,Spectinomycin,Tie
STAPHYLOCOCCUS SCHLEIFERI SS SCHLEIFERI,1,0,0,0,0,1,Spectinomycin,Tie
STAPHYLOCOCCUS HYICUS,5,0,0,0,4,1,Spectinomycin,NI
SERRATIA LIQUEFACIENS,2,0,0,0,0,2,Spectinomycin,Tie
BIBERSTEINIA TREHALOSI,12,0,0,8,4,0,Spectinomycin,I
STREPTOCOCCUS UBERIS,6,0,0,0,4,2,Spectinomycin,NI
"STAPHYLOCOCCUS SCHLEIFERI, COAGULASE POSITIVE",2,0,0,0,0,2,Spectinomycin,Tie
CITROBACTER BRAAKII,5,0,0,0,0,5,Spectinomycin,Tie
ACTINOBACILLUS SP.,13,0,0,0,0,13,Spectinomycin,Tie
ENTEROBACTER AMNIGENUS,2,0,0,0,0,2,Spectinomycin,Tie
STAPHYLOCOCCUS INTERMEDIUS,10,0,0,0,0,10,Spectinomycin,Tie
STAPHYLOCOCCUS SCHLEIFERI - COAG POS,37,0,0,0,0,37,Spectinomycin,Tie
STAPHYLOCOCCUS SCHLEIFERI - COAG NEG,58,0,0,0,0,58,Spectinomycin,Tie
SALMONELLA SP.,81,2,1,11,26,41,Spectinomycin,NI
COAGULASE NEATIVE STAPHYLOCOCCUS,1,0,0,0,0,1,Spectinomycin,Tie
SALMONELLA SP.(POLY A),6,0,0,1,1,4,Spectinomycin,Tie
RHIZOBIUM RADIOBACTER,3,0,0,0,1,2,Spectinomycin,NI
KLUYVERA ASCORBATA,1,0,0,0,0,1,Spectinomycin,Tie
HAFNIA ALVEI,2,0,0,0,0,2,Spectinomycin,Tie
STAPHYLOCOCCUS SACCHAROLYTICUS,1,0,0,0,0,1,Spectinomycin,Tie
RAOULTELLA PLANTICOLA,1,0,0,0,0,1,Spectinomycin,Tie
COMAMONAS TESTOSTERONI,1,0,0,0,0,1,Spectinomycin,Tie
SERRATIA RUBIDAEA,1,0,0,0,0,1,Spectinomycin,Tie
CITROBACTER SP.,2,0,0,0,0,2,Spectinomycin,Tie
PEDIOCOCCUS SP.,1,0,0,0,0,1,Spectinomycin,Tie
ACTINOMYCES CANIS,20,0,0,0,0,20,Spectinomycin,Tie
GRAMPOSITIVE COCCUS,8,0,1,0,0,7,Spectinomycin,S
ROTHIA NASIMURIUM,14,0,1,0,1,12,Spectinomycin,Tie
STAPHYLOCOCCUS WARNERI,1,0,0,0,0,1,Spectinomycin,Tie
ACINETOBACTERER LWOFFI,4,0,0,0,0,4,Spectinomycin,Tie
MICROCOCCUS LUTEUS,14,0,0,0,0,14,Spectinomycin,Tie
STREPTOCOCCUS DYS SS DYSGALACTIAE,11,0,0,0,2,9,Spectinomycin,NI
ACTINOBACILLUS UREAE,6,0,0,0,0,6,Spectinomycin,Tie
ENTEROCOCCUS CANINTESTINI,15,0,0,0,0,15,Spectinomycin,Tie
ENTEROCOCCUS CANIS,4,0,0,0,0,4,Spectinomycin,Tie
HISTOPHILUS SOMNI,7,1,6,0,0,0,Spectinomycin,S
CORYNEBACTERIUM AURISCANIS,72,0,0,0,0,72,Spectinomycin,Tie
BACILLUS CEREUS,20,0,0,2,0,18,Spectinomycin,I
STREPTOCOCCUS AGALACTIAE,10,0,0,0,0,10,Spectinomycin,Tie
NEISSERIA FLAVESCENS,2,0,0,0,0,2,Spectinomycin,Tie
ESCHERICHIA HERMANNII,3,0,0,0,0,3,Spectinomycin,Tie
HAEMOPHILUS HAEMOGLOBINOPHILUS,22,0,0,0,0,22,Spectinomycin,Tie
PASTEURELLA DAGMATIS,22,0,0,0,0,22,Spectinomycin,Tie
ACTINOMYCES SP.,22,0,0,0,0,22,Spectinomycin,Tie
MORAXELLA SPP,2,0,1,0,0,1,Spectinomycin,S
PSEUDOMONAS KOREENSIS,2,0,0,0,0,2,Spectinomycin,Tie
STREPTOCOCCUS PNEUMONIAE,10,0,0,0,0,10,Spectinomycin,Tie
STREPTOCOCCUS SP.,17,0,0,0,1,16,Spectinomycin,NI
SPHINGOMONAS PARAPAUCIMOBILIS,1,0,0,0,0,1,Spectinomycin,Tie
LISTERIA MONOCYTOGENES,2,0,0,1,1,0,Spectinomycin,Tie
BACILLUS LICHENIFORMIS,7,0,0,0,0,7,Spectinomycin,Tie
AEROMONAS HYDROPHILA SS HYDROPHILA,3,0,0,0,0,3,Spectinomycin,Tie
METHYLOBACTERIUM SP.,1,0,0,0,0,1,Spectinomycin,Tie
AEROMONAS SOBRIA,3,0,0,2,0,1,Spectinomycin,I
SHEWANELLA PUTREFACIENS,3,0,0,1,0,2,Spectinomycin,I
STREPTOCOCCUS DYSGALACTIAE,28,0,2,0,1,25,Spectinomycin,S
PASTEURELLA STOMATIS,4,0,0,0,0,4,Spectinomycin,Tie
